491	1.5595
492	1.4869
493	1.5903
494	1.5525
495	1.6485
496	1.5676
497	1.5944
498	1.5509
499	1.5507
500	1.5451
501	1.4978
502	1.4966
503	1.5653
504	1.4587
505	1.5635
506	1.6264
507	1.556
508	1.5165
509	1.5893
510	1.5481
511	1.5769
512	1.6186
513	1.5206
514	1.4885
515	1.5314
516	1.5455
517	1.2594
518	1.4403
519	1.3957
520	1.5236
521	1.5346
522	1.569
523	1.4789
524	1.5905
525	1.5781
526	1.5341
527	1.3417
528	1.5357
529	1.6071
530	1.5446
531	1.6292
532	1.5998
533	1.4286
534	1.5302
535	1.5535
536	1.6199
537	1.4989
538	1.5738
539	1.5352
540	1.4825
541	1.4251
542	1.5511
543	1.5256
544	1.5792
545	1.5435
546	1.5291
547	1.549
548	1.5049
549	1.552
550	1.5399
551	1.5382
552	1.5697
553	1.525
554	1.5549
555	1.5634
556	1.5366
557	1.4988
558	1.531
559	1.4483
560	1.474
561	1.5595
562	1.4847
563	1.5408
564	1.5106
565	1.5201
566	1.4374
567	1.532
568	1.518
569	1.4807
570	1.4816
571	1.4331
572	1.5134
573	1.5198
574	1.5119
575	1.4777
576	1.4654
577	1.5023
578	1.456
579	1.477
580	1.502
581	1.5089
582	1.532
583	1.5479
584	1.5448
585	1.5324
586	1.4953
587	1.5281
588	1.4934
589	1.2894
590	1.3709
591	1.4662
592	1.4354
593	1.4561
594	1.4491
595	1.4308
596	1.4745
597	1.4788
598	1.4607
599	1.4606
600	1.4753
601	1.4579
602	1.436
603	1.4664
604	1.4921
605	1.4895
606	1.4822
607	1.4911
608	1.4862
609	1.4749
610	1.4686
611	1.4611
612	1.4831
613	1.4621
614	1.4176
615	1.4697
616	1.431
617	1.4128
618	1.4664
619	1.4733
620	1.4739
621	1.4802
622	1.4269
623	1.4165
624	1.4118
625	1.4026
626	1.4012
627	1.4417
628	1.3631
629	1.4114
630	1.3924
631	1.4161
632	1.3638
633	1.4508
634	1.4284
635	1.4458
636	1.4128
637	1.461
638	1.4707
639	1.4646
640	1.434
641	1.4348
642	1.4376
643	1.4525
644	1.4462
645	1.4567
646	1.415
647	1.4086
648	1.3952
649	1.3519
650	1.3594
651	1.4447
652	1.3871
653	1.4311
654	1.4153
655	1.3499
656	1.1851
657	1.2393
658	1.3855
659	1.3905
660	1.3992
661	1.3933
662	1.3819
663	1.3844
664	1.3967
665	1.4214
666	1.4203
667	1.4102
668	1.415
669	1.4394
670	1.4196
671	1.4169
672	1.3972
673	1.4094
674	1.4074
675	1.3958
676	1.412
677	1.3991
678	1.4066
679	1.3947
680	1.3969
681	1.3915
682	1.3981
683	1.383
684	1.3739
685	1.3748
686	1.3438
687	0.96824
688	1.1206
689	1.1278
690	1.1821
691	1.2333
692	1.2689
693	1.2609
694	1.2464
695	1.2714
696	1.2684
697	1.3403
698	1.3192
699	1.2918
700	1.2823
701	1.2659
702	1.2674
703	1.2747
704	1.3078
705	1.3214
706	1.3144
707	1.309
708	1.3048
709	1.3095
710	1.3175
711	1.3155
712	1.3071
713	1.2918
714	1.3029
715	1.2587
716	1.2716
717	1.1071
718	1.0296
719	0.92318
720	0.9855
721	1.0861
722	1.2407
723	1.1444
724	1.0555
725	1.038
726	1.0813
727	1.085
728	1.04
729	1.0466
730	1.1285
731	1.0703
732	1.1534
733	1.1962
734	1.2357
735	1.2178
736	1.2059
737	1.2039
738	1.2269
739	1.1905
740	1.2195
741	1.2148
742	1.2153
743	1.2405
744	1.2503
745	1.2497
746	1.247
747	1.2477
748	1.2401
749	1.2357
750	1.2341
751	1.2286
752	1.233
753	1.2266
754	1.242
755	1.2383
756	1.2232
757	1.2221
758	1.2295
759	1.1945
760	0.26604
761	0.15396
762	0.68766
763	0.37952
764	0.53878
765	0.68601
766	0.81461
767	0.97417
768	1.1138
769	1.1278
770	1.1608
771	1.1686
772	1.1778
773	1.1771
774	1.1771
775	1.1771
776	1.1798
777	1.1727
778	1.1713
779	1.1765
780	1.1636
781	1.1607
782	1.1662
783	1.1614
784	1.1536
785	1.1586
786	1.1592
787	1.145
788	1.1305
789	1.1257
790	1.091
791	1.1058
792	1.0953
793	1.0875
794	1.0972
795	1.0932
796	1.0742
797	1.0913
798	1.1121
799	1.0905
800	1.0725
801	1.0843
802	1.0856
803	1.0657
804	1.0782
805	1.0545
806	1.0974
807	1.0859
808	1.0821
809	1.0548
810	1.0559
811	1.0533
812	1.0268
813	1.0086
814	0.90356
815	0.89523
816	0.83216
817	0.85183
818	0.82259
819	0.90519
820	0.86188
821	0.99764
822	0.95157
823	0.67271
824	0.93506
825	0.96935
826	0.93381
827	0.98465
828	0.84979
829	0.9293
830	0.91601
831	0.92392
832	0.89426
833	0.9565
834	0.93412
835	1.0032
836	0.97234
837	1.0092
838	0.99901
839	1.0013
840	1.0157
841	1.0101
842	0.99703
843	1.0053
844	0.98631
845	1.0165
846	1.0187
847	0.9917
848	0.99217
849	0.98596
850	0.89372
851	0.97493
852	0.96927
853	0.96486
854	0.85112
855	0.913
856	0.97317
857	0.99166
858	0.99196
859	0.99171
860	0.98816
861	0.98679
862	0.99449
863	1.0005
864	0.97916
865	0.96324
866	0.849
867	0.91546
868	0.9592
869	0.94956
870	0.96755
871	0.95387
872	0.96686
873	0.95721
874	0.94042
875	0.92687
876	0.95277
877	0.95615
878	0.95237
879	0.93656
880	0.93957
881	0.90861
882	0.93245
883	0.92927
884	0.93305
885	0.94423
886	0.90752
887	0.91062
888	0.92228
889	0.93455
890	0.92393
891	0.92584
892	0.90881
893	0.87327
894	0.8513
895	0.81357
896	0.76253
897	0.66566
898	0.7178
899	0.54871
900	0.7426
